login_id,customer_id,login_ts,channel,ip_country,is_success,is_unusual_device,is_unusual_location,is_flagged_suspicious,hour,dayofweek,anomaly_score,is_anomaly
L500219,C100050,2025-10-29 18:58:04,1,14,True,0,0,False,18,2,0.2623497121590043,False
L500220,C100051,2025-11-12 20:20:55,1,8,True,0,0,False,20,2,0.22931798820511917,False
L500221,C100051,2025-12-05 08:39:20,1,8,True,0,0,False,8,4,0.23219610994503603,False
L500222,C100051,2025-11-22 11:32:34,1,8,True,0,0,False,11,5,0.2416330723680823,False
L500223,C100051,2025-11-25 14:39:46,2,8,True,0,0,False,14,1,0.23254285752156084,False
L500224,C100052,2025-11-12 07:21:53,1,4,True,0,0,False,7,2,0.20279283695401618,False
L500225,C100052,2025-12-15 14:08:24,2,4,True,0,0,False,14,0,0.18803874926798536,False
L500226,C100052,2025-11-07 11:37:11,1,4,True,0,0,False,11,4,0.2312796825669412,False
L500227,C100052,2025-12-04 19:59:39,1,4,True,0,0,False,19,3,0.22231175617507343,False
L500228,C100052,2025-11-20 06:37:52,2,4,True,0,0,False,6,3,0.19587816306060146,False
L500229,C100053,2025-11-30 22:05:07,2,14,True,0,0,False,22,6,0.17374333757046567,False
L500230,C100053,2025-11-24 19:50:58,1,14,True,0,0,False,19,0,0.2211944804512873,False
L500231,C100054,2025-10-18 16:53:41,1,9,True,0,0,False,16,5,0.23982724772441827,False
L500232,C100054,2025-10-25 22:10:40,1,9,True,0,0,False,22,5,0.1828017096681841,False
L500233,C100054,2025-10-16 17:12:33,2,9,True,0,0,False,17,3,0.23276917399025043,False
L500234,C100055,2025-11-22 16:00:35,2,14,True,0,0,False,16,5,0.25380446741363744,False
L500235,C100055,2025-12-01 14:55:46,1,14,True,0,0,False,14,0,0.23379711930176783,False
L500236,C100055,2025-12-08 07:21:22,1,14,True,0,0,False,7,0,0.20558819667820538,False
L500237,C100055,2025-10-22 14:26:13,2,14,True,0,0,False,14,2,0.2629580171548705,False
L500238,C100055,2025-11-09 19:03:37,2,14,True,0,0,False,19,6,0.21509322487439764,False
L500239,C100056,2025-11-29 20:39:21,2,2,True,0,0,False,20,5,0.17622599870948152,False
L500240,C100056,2025-11-03 07:56:54,1,2,True,0,0,False,7,0,0.1559024306966278,False
L500241,C100056,2025-11-29 18:40:48,1,2,True,0,0,False,18,5,0.19650031297991144,False
L500242,C100056,2025-10-17 22:52:58,0,2,True,0,0,False,22,4,0.069429244780296,False
L500243,C100057,2025-11-09 07:18:21,1,9,True,0,0,False,7,6,0.1821698490117184,False
L500244,C100057,2025-10-20 11:08:05,2,9,True,0,0,False,11,0,0.19419127608647546,False
L500245,C100057,2025-12-01 12:22:59,2,9,True,0,0,False,12,0,0.19368515344751824,False
L500246,C100057,2025-11-28 11:59:22,2,9,True,0,0,False,11,4,0.22721775512786951,False
L500247,C100057,2025-11-16 14:19:14,2,9,True,0,0,False,14,6,0.1995453024623356,False
L500248,C100058,2025-12-12 11:08:07,1,13,True,0,0,False,11,4,0.24555846785238494,False
L500249,C100058,2025-11-29 22:09:52,1,13,True,0,0,False,22,5,0.17868226771681828,False
L500250,C100058,2025-12-11 11:14:36,1,13,True,0,0,False,11,3,0.24682739671176473,False
L500251,C100059,2025-10-21 07:18:06,1,8,True,0,0,False,7,1,0.206299785247257,False
L500252,C100059,2025-11-28 10:06:12,1,8,True,0,0,False,10,4,0.24494345035448645,False
L500253,C100059,2025-11-04 13:29:29,2,8,True,0,0,False,13,1,0.23602948103997284,False
L500254,C100059,2025-12-11 07:33:13,2,8,True,0,0,False,7,3,0.21675659231863714,False
L500255,C100059,2025-11-17 10:20:46,1,8,True,0,0,False,10,0,0.20953050365164716,False
L500256,C100060,2025-11-15 09:18:47,1,0,True,0,0,False,9,5,0.14647220150568596,False
L500257,C100060,2025-12-04 06:22:35,2,0,True,0,0,False,6,3,0.13896398284907097,False
L500258,C100060,2025-11-12 08:24:01,1,0,True,0,0,False,8,2,0.1547201092828493,False
L500259,C100060,2025-11-30 18:30:16,2,0,True,0,0,False,18,6,0.132025330436082,False
L500260,C100060,2025-12-08 14:03:35,2,0,True,0,0,False,14,0,0.14232684284255281,False
L500261,C100060,2025-10-23 17:56:19,1,0,True,0,0,False,17,3,0.16825245749897677,False
L500262,C100061,2025-11-12 18:14:55,2,5,True,0,0,False,18,2,0.21609821058489914,False
L500263,C100061,2025-11-10 16:40:52,1,5,True,0,0,False,16,0,0.18830731195501194,False
L500264,C100061,2025-11-04 11:44:46,2,5,True,0,0,False,11,1,0.21122659122042992,False
L500265,C100061,2025-10-28 19:36:15,2,5,True,0,0,False,19,1,0.20312646267742218,False
L500266,C100061,2025-11-25 13:27:00,1,5,True,0,0,False,13,1,0.21863649634942994,False
L500267,C100061,2025-11-26 07:21:50,2,5,True,0,0,False,7,2,0.1999736247482996,False
L500268,C100062,2025-12-13 08:03:29,1,8,True,0,0,False,8,5,0.21938313176127844,False
L500269,C100062,2025-11-02 12:03:39,1,8,True,0,0,False,12,6,0.22532319235890846,False
L500270,C100062,2025-10-28 14:30:42,1,8,True,0,0,False,14,1,0.23749723481279755,False
L500271,C100063,2025-11-09 12:31:09,2,4,True,0,0,False,12,6,0.1901450181696006,False
L500272,C100063,2025-10-29 13:08:22,2,4,True,0,0,False,13,2,0.22198489709502084,False
L500273,C100063,2025-11-29 15:06:36,2,4,True,0,0,False,15,5,0.21480339130472398,False
L500274,C100064,2025-11-02 08:02:00,1,1,True,0,0,False,8,6,0.1434018707356043,False
L500275,C100064,2025-11-03 06:45:33,0,1,True,0,0,False,6,0,0.054027665385288026,False
L500276,C100064,2025-11-06 13:19:11,2,1,True,0,0,False,13,3,0.1952763057902086,False
L500277,C100064,2025-10-21 22:27:42,2,1,True,0,0,False,22,1,0.12904791577975383,False
L500278,C100065,2025-10-21 21:59:27,1,14,True,0,0,False,21,1,0.20777042414744085,False
L500279,C100065,2025-12-11 12:24:39,1,14,True,0,0,False,12,3,0.2743899185391807,False
L500280,C100065,2025-10-20 11:18:15,1,14,True,0,0,False,11,0,0.2294171861873004,False
L500281,C100065,2025-11-09 20:45:12,2,14,True,0,0,False,20,6,0.20666769282330788,False
L500282,C100066,2025-10-30 11:42:50,1,14,True,0,0,False,11,3,0.27063541084781834,False
L500283,C100066,2025-12-10 22:52:04,1,14,True,0,0,False,22,2,0.20427374076317018,False
L500284,C100066,2025-12-07 17:39:35,2,14,True,0,0,False,17,6,0.22368834832964607,False
L500285,C100067,2025-12-03 13:56:19,2,14,True,0,0,False,13,2,0.2629946988604287,False
L500286,C100067,2025-11-20 18:21:40,1,14,True,0,0,False,18,3,0.2685043597687514,False
L500287,C100067,2025-10-30 12:34:12,1,14,True,0,0,False,12,3,0.2743899185391807,False
