login_id,customer_id,login_ts,channel,ip_country,is_success,is_unusual_device,is_unusual_location,is_flagged_suspicious
L500071,C100018,2025-10-31 11:27:49,web,UK,True,False,False,False
L500072,C100018,2025-11-28 12:11:18,web,UK,True,False,False,False
L500073,C100018,2025-10-18 16:25:20,api,UK,True,False,False,False
L500074,C100019,2025-11-20 10:45:00,mobile,US,True,False,False,False
L500075,C100019,2025-11-07 20:56:54,web,US,True,False,False,False
L500076,C100019,2025-11-05 09:27:05,web,US,True,False,False,False
L500077,C100019,2025-11-06 18:42:46,mobile,US,True,False,False,False
L500078,C100020,2025-10-27 17:52:20,mobile,UK,True,False,False,False
L500079,C100020,2025-10-17 17:28:44,mobile,UK,True,False,False,False
L500080,C100020,2025-12-04 16:40:42,mobile,UK,True,False,False,False
L500081,C100020,2025-12-02 22:20:58,api,UK,True,False,False,False
L500082,C100020,2025-12-05 15:25:30,mobile,UK,True,False,False,False
L500083,C100020,2025-11-10 18:54:23,web,UK,True,False,False,False
L500084,C100021,2025-12-15 07:28:35,web,CA,True,False,False,False
L500085,C100021,2025-10-31 21:06:10,mobile,CA,True,False,False,False
L500086,C100021,2025-12-11 08:20:40,web,CA,True,False,False,False
L500087,C100022,2025-11-25 10:52:18,mobile,UK,True,False,False,False
L500088,C100022,2025-12-07 20:00:00,web,UK,True,False,False,False
L500089,C100023,2025-12-05 09:38:42,web,IN,True,False,False,False
L500090,C100023,2025-11-15 13:51:48,web,IN,True,False,False,False
L500091,C100023,2025-12-07 20:08:18,web,IN,True,False,False,False
L500092,C100024,2025-11-09 16:43:14,mobile,US,True,False,False,False
L500093,C100024,2025-12-02 10:28:34,web,US,True,False,False,False
L500094,C100024,2025-10-26 11:57:19,web,US,True,False,False,False
L500095,C100024,2025-10-18 16:11:19,mobile,US,True,False,False,False
L500096,C100025,2025-11-18 10:27:56,mobile,US,True,False,False,False
L500097,C100025,2025-10-25 16:24:32,web,US,True,False,False,False
L500098,C100025,2025-12-11 06:42:29,web,US,True,False,False,False
L500099,C100025,2025-12-03 17:02:16,mobile,US,True,False,False,False
L500100,C100025,2025-11-09 16:24:45,web,US,True,False,False,False
L500101,C100025,2025-10-21 19:41:49,web,US,True,False,False,False
L500102,C100026,2025-11-04 15:03:30,mobile,FR,True,False,False,False
L500103,C100026,2025-11-20 10:07:38,web,FR,True,False,False,False
L500104,C100027,2025-11-17 22:57:43,web,UK,True,False,False,False
L500105,C100027,2025-11-29 16:45:36,mobile,UK,True,False,False,False
L500106,C100027,2025-12-01 20:11:21,mobile,UK,True,False,False,False
L500107,C100027,2025-11-08 10:36:35,mobile,UK,True,False,False,False
L500108,C100027,2025-11-11 11:36:34,web,UK,True,False,False,False
L500109,C100027,2025-11-30 09:42:33,web,UK,True,False,False,False
L500110,C100028,2025-11-20 07:24:39,web,IN,True,False,False,False
L500111,C100028,2025-10-20 08:00:11,mobile,IN,True,False,False,False
L500112,C100028,2025-10-20 06:34:09,mobile,IN,True,False,False,False
L500113,C100029,2025-10-15 19:53:52,mobile,FR,True,False,False,False
L500114,C100029,2025-11-06 11:46:37,web,FR,True,False,False,False
L500115,C100029,2025-11-29 17:54:10,mobile,FR,True,False,False,False
L500116,C100030,2025-11-01 17:26:27,web,IN,True,False,False,False
L500117,C100030,2025-12-09 12:21:03,web,IN,True,False,False,False
L500118,C100030,2025-11-07 14:09:52,mobile,IN,True,False,False,False
L500119,C100030,2025-12-08 15:41:27,mobile,IN,True,False,False,False
L500120,C100030,2025-11-07 07:02:00,web,IN,True,False,False,False
L500121,C100030,2025-10-20 19:10:17,mobile,IN,True,False,False,False
L500122,C100031,2025-10-21 12:55:40,mobile,FR,True,False,False,False
L500123,C100031,2025-11-23 17:19:30,web,FR,True,False,False,False
L500124,C100031,2025-10-29 13:43:56,web,FR,True,False,False,False
L500125,C100031,2025-12-14 08:10:12,mobile,FR,True,False,False,False
L500126,C100031,2025-12-11 12:17:58,web,FR,True,False,False,False
L500127,C100032,2025-12-05 09:33:57,mobile,UK,True,False,False,False
L500128,C100032,2025-11-14 16:10:33,web,UK,True,False,False,False
L500129,C100032,2025-11-28 21:52:53,mobile,UK,True,False,False,False
L500130,C100032,2025-10-18 08:22:17,mobile,UK,True,False,False,False
L500131,C100032,2025-10-29 09:53:26,web,UK,True,False,False,False
L500132,C100032,2025-12-14 17:36:48,web,UK,True,False,False,False
L500133,C100033,2025-12-13 07:25:19,mobile,ES,True,False,False,False
L500134,C100033,2025-11-12 13:59:32,mobile,ES,True,False,False,False
L500135,C100033,2025-11-28 18:54:41,mobile,ES,True,False,False,False
L500136,C100033,2025-12-10 12:28:25,mobile,ES,True,False,False,False
L500137,C100034,2025-11-11 15:00:48,web,US,True,False,False,False
L500138,C100034,2025-12-10 17:56:33,mobile,US,True,False,False,False
L500139,C100034,2025-11-25 18:05:04,mobile,US,True,False,False,False
L500140,C100035,2025-10-24 21:13:11,mobile,US,True,False,False,False
L500141,C100035,2025-12-10 11:27:10,mobile,US,True,False,False,False
L500142,C100035,2025-10-24 22:18:27,mobile,US,True,False,False,False
L500143,C100035,2025-11-11 09:59:12,web,US,True,False,False,False
L500144,C100035,2025-12-04 22:37:04,mobile,US,True,False,False,False
L500145,C100036,2025-12-09 14:01:33,web,US,True,False,False,False
L500146,C100036,2025-11-14 06:50:15,web,US,True,False,False,False
L500147,C100036,2025-11-10 22:30:11,api,US,True,False,False,False
L500148,C100036,2025-10-31 18:09:50,mobile,US,True,False,False,False
L500149,C100037,2025-11-15 10:46:28,web,FR,True,False,False,False
L500150,C100037,2025-11-12 11:08:46,web,FR,True,False,False,False
L500151,C100037,2025-11-21 11:19:00,mobile,FR,True,False,False,False
L500152,C100037,2025-10-20 12:20:06,web,FR,True,False,False,False
L500153,C100037,2025-12-09 12:23:49,mobile,FR,True,False,False,False
L500154,C100038,2025-10-21 11:02:57,web,US,True,False,False,False
L500155,C100038,2025-12-14 20:20:40,web,US,True,False,False,False
L500156,C100038,2025-11-21 17:52:51,mobile,US,True,False,False,False
L500157,C100038,2025-11-04 12:38:05,mobile,US,True,False,False,False
L500158,C100038,2025-11-03 18:49:45,web,US,True,False,False,False
L500159,C100038,2025-12-07 15:48:03,web,US,True,False,False,False
L500160,C100039,2025-12-12 21:57:16,web,US,True,False,False,False
L500161,C100039,2025-11-25 07:51:16,web,US,True,False,False,False
L500162,C100039,2025-12-11 18:32:43,web,US,True,False,False,False
L500163,C100039,2025-10-19 06:41:28,web,US,True,False,False,False
L500164,C100039,2025-10-26 19:09:47,web,US,True,False,False,False
L500165,C100039,2025-11-13 10:45:43,web,US,True,False,False,False
L500166,C100040,2025-11-05 14:54:33,web,IN,True,False,False,False
L500167,C100040,2025-10-18 12:48:33,web,IN,True,False,False,False
L500168,C100040,2025-12-10 09:47:21,web,IN,True,False,False,False
L500169,C100040,2025-11-16 20:01:46,mobile,IN,True,False,False,False
L500170,C100040,2025-12-11 09:11:55,web,IN,True,False,False,False
L500171,C100040,2025-11-22 09:55:51,web,IN,True,False,False,False
L500172,C100041,2025-11-28 15:28:14,mobile,IN,True,False,False,False
L500173,C100041,2025-11-01 19:06:14,web,IN,True,False,False,False
L500174,C100041,2025-12-13 14:56:11,web,IN,True,False,False,False
L500175,C100042,2025-10-22 06:18:01,mobile,MX,True,False,False,False
L500176,C100042,2025-10-22 10:19:55,web,MX,True,False,False,False
L500177,C100042,2025-12-14 16:28:34,mobile,MX,True,False,False,False
L500178,C100042,2025-10-21 17:50:44,mobile,MX,True,False,False,False
L500179,C100042,2025-11-30 14:04:40,mobile,MX,True,False,False,False
L500180,C100043,2025-11-29 14:57:16,mobile,US,True,False,False,False
L500181,C100043,2025-11-15 09:39:19,mobile,US,True,False,False,False
L500182,C100043,2025-11-10 08:30:46,mobile,US,True,False,False,False
L500183,C100043,2025-11-16 15:15:54,web,US,True,False,False,False
L500184,C100043,2025-10-28 08:11:00,web,US,True,False,False,False
L500185,C100043,2025-11-08 09:07:31,mobile,US,True,False,False,False
L500186,C100044,2025-12-01 11:21:36,mobile,DE,True,False,False,False
L500187,C100044,2025-10-29 12:49:22,web,DE,True,False,False,False
L500188,C100044,2025-11-23 08:58:16,web,DE,True,False,False,False
L500189,C100044,2025-12-06 11:32:55,mobile,DE,True,False,False,False
L500190,C100044,2025-11-07 21:42:31,mobile,DE,True,False,False,False
L500191,C100045,2025-10-16 15:28:25,web,AU,True,False,False,False
L500192,C100045,2025-12-14 12:25:05,web,AU,True,False,False,False
L500193,C100045,2025-11-13 21:02:29,web,AU,True,False,False,False
L500194,C100045,2025-12-03 17:14:19,mobile,AU,True,False,False,False
L500195,C100045,2025-10-18 07:28:48,mobile,AU,True,False,False,False
L500196,C100046,2025-10-29 09:20:52,mobile,UK,True,False,False,False
L500197,C100046,2025-11-10 12:16:41,mobile,UK,True,False,False,False
L500198,C100046,2025-10-15 09:28:18,mobile,UK,True,False,False,False
L500199,C100046,2025-11-17 20:17:40,mobile,UK,True,False,False,False
L500200,C100046,2025-12-12 10:03:43,mobile,UK,True,False,False,False
L500201,C100046,2025-10-20 06:39:17,mobile,UK,True,False,False,False
L500202,C100047,2025-12-04 13:53:14,web,UK,True,False,False,False
L500203,C100047,2025-11-19 13:50:50,mobile,UK,True,False,False,False
L500204,C100047,2025-11-20 21:00:40,mobile,UK,True,False,False,False
L500205,C100047,2025-10-24 14:52:08,mobile,UK,True,False,False,False
L500206,C100047,2025-10-22 11:41:17,mobile,UK,True,False,False,False
L500207,C100048,2025-12-13 19:48:10,web,US,True,False,False,False
L500208,C100048,2025-10-29 15:03:56,web,US,True,False,False,False
L500209,C100048,2025-11-03 09:27:30,web,US,True,False,False,False
L500210,C100048,2025-11-22 11:14:59,web,US,True,False,False,False
L500211,C100049,2025-11-13 13:19:31,web,FR,True,False,False,False
L500212,C100049,2025-11-18 19:08:37,mobile,FR,True,False,False,False
L500213,C100049,2025-11-08 14:35:07,web,FR,True,False,False,False
L500214,C100049,2025-10-15 12:14:18,web,FR,True,False,False,False
L500215,C100049,2025-10-24 09:33:24,web,FR,True,False,False,False
L500216,C100049,2025-11-25 06:14:45,web,FR,True,False,False,False
L500217,C100050,2025-10-28 22:48:12,web,US,True,False,False,False
L500218,C100050,2025-12-12 22:09:45,web,US,True,False,False,False
L500219,C100050,2025-10-29 18:58:04,mobile,US,True,False,False,False
L500220,C100051,2025-11-12 20:20:55,mobile,IN,True,False,False,False
L500221,C100051,2025-12-05 08:39:20,mobile,IN,True,False,False,False
L500222,C100051,2025-11-22 11:32:34,mobile,IN,True,False,False,False
L500223,C100051,2025-11-25 14:39:46,web,IN,True,False,False,False
L500224,C100052,2025-11-12 07:21:53,mobile,DE,True,False,False,False
L500225,C100052,2025-12-15 14:08:24,web,DE,True,False,False,False
L500226,C100052,2025-11-07 11:37:11,mobile,DE,True,False,False,False
L500227,C100052,2025-12-04 19:59:39,mobile,DE,True,False,False,False
L500228,C100052,2025-11-20 06:37:52,web,DE,True,False,False,False
L500229,C100053,2025-11-30 22:05:07,web,US,True,False,False,False
L500230,C100053,2025-11-24 19:50:58,mobile,US,True,False,False,False
L500231,C100054,2025-10-18 16:53:41,mobile,MX,True,False,False,False
L500232,C100054,2025-10-25 22:10:40,mobile,MX,True,False,False,False
L500233,C100054,2025-10-16 17:12:33,web,MX,True,False,False,False
L500234,C100055,2025-11-22 16:00:35,web,US,True,False,False,False
L500235,C100055,2025-12-01 14:55:46,mobile,US,True,False,False,False
L500236,C100055,2025-12-08 07:21:22,mobile,US,True,False,False,False
L500237,C100055,2025-10-22 14:26:13,web,US,True,False,False,False
L500238,C100055,2025-11-09 19:03:37,web,US,True,False,False,False
L500239,C100056,2025-11-29 20:39:21,web,CA,True,False,False,False
L500240,C100056,2025-11-03 07:56:54,mobile,CA,True,False,False,False
L500241,C100056,2025-11-29 18:40:48,mobile,CA,True,False,False,False
L500242,C100056,2025-10-17 22:52:58,api,CA,True,False,False,False
L500243,C100057,2025-11-09 07:18:21,mobile,MX,True,False,False,False
L500244,C100057,2025-10-20 11:08:05,web,MX,True,False,False,False
L500245,C100057,2025-12-01 12:22:59,web,MX,True,False,False,False
L500246,C100057,2025-11-28 11:59:22,web,MX,True,False,False,False
L500247,C100057,2025-11-16 14:19:14,web,MX,True,False,False,False
L500248,C100058,2025-12-12 11:08:07,mobile,UK,True,False,False,False
L500249,C100058,2025-11-29 22:09:52,mobile,UK,True,False,False,False
L500250,C100058,2025-12-11 11:14:36,mobile,UK,True,False,False,False
L500251,C100059,2025-10-21 07:18:06,mobile,IN,True,False,False,False
L500252,C100059,2025-11-28 10:06:12,mobile,IN,True,False,False,False
L500253,C100059,2025-11-04 13:29:29,web,IN,True,False,False,False
L500254,C100059,2025-12-11 07:33:13,web,IN,True,False,False,False
L500255,C100059,2025-11-17 10:20:46,mobile,IN,True,False,False,False
L500256,C100060,2025-11-15 09:18:47,mobile,AU,True,False,False,False
L500257,C100060,2025-12-04 06:22:35,web,AU,True,False,False,False
L500258,C100060,2025-11-12 08:24:01,mobile,AU,True,False,False,False
L500259,C100060,2025-11-30 18:30:16,web,AU,True,False,False,False
L500260,C100060,2025-12-08 14:03:35,web,AU,True,False,False,False
L500261,C100060,2025-10-23 17:56:19,mobile,AU,True,False,False,False
L500262,C100061,2025-11-12 18:14:55,web,ES,True,False,False,False
L500263,C100061,2025-11-10 16:40:52,mobile,ES,True,False,False,False
L500264,C100061,2025-11-04 11:44:46,web,ES,True,False,False,False
L500265,C100061,2025-10-28 19:36:15,web,ES,True,False,False,False
L500266,C100061,2025-11-25 13:27:00,mobile,ES,True,False,False,False
L500267,C100061,2025-11-26 07:21:50,web,ES,True,False,False,False
L500268,C100062,2025-12-13 08:03:29,mobile,IN,True,False,False,False
L500269,C100062,2025-11-02 12:03:39,mobile,IN,True,False,False,False
L500270,C100062,2025-10-28 14:30:42,mobile,IN,True,False,False,False
L500271,C100063,2025-11-09 12:31:09,web,DE,True,False,False,False
L500272,C100063,2025-10-29 13:08:22,web,DE,True,False,False,False
L500273,C100063,2025-11-29 15:06:36,web,DE,True,False,False,False
L500274,C100064,2025-11-02 08:02:00,mobile,BR,True,False,False,False
L500275,C100064,2025-11-03 06:45:33,api,BR,True,False,False,False
L500276,C100064,2025-11-06 13:19:11,web,BR,True,False,False,False
L500277,C100064,2025-10-21 22:27:42,web,BR,True,False,False,False
L500278,C100065,2025-10-21 21:59:27,mobile,US,True,False,False,False
L500279,C100065,2025-12-11 12:24:39,mobile,US,True,False,False,False
L500280,C100065,2025-10-20 11:18:15,mobile,US,True,False,False,False
L500281,C100065,2025-11-09 20:45:12,web,US,True,False,False,False
L500282,C100066,2025-10-30 11:42:50,mobile,US,True,False,False,False
L500283,C100066,2025-12-10 22:52:04,mobile,US,True,False,False,False
L500284,C100066,2025-12-07 17:39:35,web,US,True,False,False,False
L500285,C100067,2025-12-03 13:56:19,web,US,True,False,False,False
L500286,C100067,2025-11-20 18:21:40,mobile,US,True,False,False,False
L500287,C100067,2025-10-30 12:34:12,mobile,US,True,False,False,False
L500288,C100068,2025-10-30 11:48:56,web,US,True,False,False,False
L500289,C100068,2025-10-24 11:36:14,mobile,US,True,False,False,False
L500290,C100068,2025-11-25 08:31:10,mobile,US,True,False,False,False
L500291,C100069,2025-12-14 17:48:39,mobile,DE,True,False,False,False
L500292,C100069,2025-12-15 12:34:18,web,DE,True,False,False,False
L500293,C100069,2025-12-09 13:55:17,web,DE,True,False,False,False
L500294,C100070,2025-11-14 06:02:13,mobile,US,True,False,False,False
L500295,C100070,2025-10-16 11:20:27,mobile,US,True,False,False,False
L500296,C100070,2025-10-17 21:53:44,mobile,US,True,False,False,False
L500297,C100070,2025-12-03 22:28:03,web,US,True,False,False,False
L500298,C100071,2025-11-05 14:18:20,mobile,US,True,False,False,False
L500299,C100071,2025-10-23 22:17:15,mobile,US,True,False,False,False
L500300,C100071,2025-11-28 18:46:47,web,US,True,False,False,False
L500301,C100071,2025-11-14 06:57:48,web,US,True,False,False,False
L500302,C100071,2025-11-19 20:07:50,mobile,US,True,False,False,False
L500303,C100071,2025-12-09 17:04:07,web,US,True,False,False,False
L500304,C100072,2025-10-16 21:32:06,web,US,True,False,False,False
L500305,C100072,2025-10-15 10:51:12,web,US,True,False,False,False
L500306,C100072,2025-11-09 09:29:33,mobile,US,True,False,False,False
L500307,C100073,2025-12-14 18:51:49,mobile,DE,True,False,False,False
L500308,C100073,2025-11-28 11:28:02,mobile,DE,True,False,False,False
L500309,C100073,2025-10-24 06:11:28,web,DE,True,False,False,False
L500310,C100073,2025-11-06 22:16:42,web,DE,True,False,False,False
L500311,C100073,2025-10-26 17:18:12,web,DE,True,False,False,False
L500312,C100073,2025-10-23 21:18:04,web,DE,True,False,False,False
L500313,C100074,2025-12-13 08:09:23,mobile,US,True,False,False,False
L500314,C100074,2025-11-21 06:25:22,web,US,True,False,False,False
L500315,C100074,2025-11-14 18:27:27,mobile,US,True,False,False,False
L500316,C100075,2025-11-02 14:18:16,web,US,True,False,False,False
L500317,C100075,2025-11-21 18:15:44,web,US,True,False,False,False
L500318,C100075,2025-11-27 20:19:02,api,US,True,False,False,False
L500319,C100075,2025-12-07 19:41:48,mobile,US,True,False,False,False
L500320,C100076,2025-12-14 07:07:31,mobile,US,True,False,False,False
L500321,C100076,2025-11-04 11:30:57,web,US,True,False,False,False
L500322,C100076,2025-10-29 16:39:32,mobile,US,True,False,False,False
L500323,C100076,2025-10-22 12:50:09,mobile,US,True,False,False,False
L500324,C100077,2025-11-29 22:16:14,web,IN,True,False,False,False
L500325,C100077,2025-11-17 18:23:49,web,IN,True,False,False,False
L500326,C100077,2025-12-04 09:50:39,api,IN,True,False,False,False
L500327,C100078,2025-12-10 19:07:23,web,US,True,False,False,False
L500328,C100078,2025-10-19 21:17:03,web,US,True,False,False,False
L500329,C100078,2025-12-09 12:31:57,mobile,US,True,False,False,False
L500330,C100078,2025-12-12 10:51:08,mobile,US,True,False,False,False
L500331,C100079,2025-12-03 22:30:43,web,IN,True,False,False,False
L500332,C100079,2025-11-22 21:36:11,web,IN,True,False,False,False
L500333,C100080,2025-12-13 19:31:31,web,IN,True,False,False,False
L500334,C100080,2025-10-30 08:01:53,mobile,IN,True,False,False,False
L500335,C100080,2025-11-27 10:55:20,web,IN,True,False,False,False
L500336,C100080,2025-12-12 18:26:07,mobile,IN,True,False,False,False
L500337,C100080,2025-10-22 12:02:19,mobile,IN,True,False,False,False
L500338,C100080,2025-11-06 22:58:38,web,IN,True,False,False,False
L500339,C100081,2025-12-15 20:30:00,mobile,CA,True,False,False,False
L500340,C100081,2025-10-15 10:21:32,web,CA,True,False,False,False
L500341,C100081,2025-11-20 15:50:52,mobile,CA,True,False,False,False
L500342,C100082,2025-12-13 16:15:11,api,IN,True,False,False,False
L500343,C100082,2025-11-16 19:18:01,web,IN,True,False,False,False
L500344,C100082,2025-10-17 10:28:45,web,IN,True,False,False,False
L500345,C100083,2025-11-03 11:45:27,web,DE,True,False,False,False
L500346,C100083,2025-11-12 21:31:01,web,DE,True,False,False,False
L500347,C100083,2025-10-31 08:35:22,web,DE,True,False,False,False
L500348,C100083,2025-12-06 10:12:45,web,DE,True,False,False,False
L500349,C100084,2025-10-23 20:14:11,web,AU,True,False,False,False
L500350,C100084,2025-11-04 08:51:18,mobile,AU,True,False,False,False
L500351,C100084,2025-12-14 15:44:17,web,AU,True,False,False,False
L500352,C100084,2025-12-11 07:59:09,mobile,AU,True,False,False,False
L500353,C100084,2025-11-16 20:12:28,mobile,AU,True,False,False,False
L500354,C100085,2025-10-27 20:53:20,mobile,IN,True,False,False,False
L500355,C100085,2025-11-30 11:25:32,mobile,IN,True,False,False,False
L500356,C100085,2025-11-13 21:58:16,mobile,IN,True,False,False,False
L500357,C100085,2025-10-16 19:25:02,mobile,IN,True,False,False,False
L500358,C100086,2025-12-03 14:44:49,web,US,True,False,False,False
L500359,C100086,2025-11-12 19:48:45,mobile,US,True,False,False,False
L500360,C100086,2025-10-26 16:47:47,mobile,US,True,False,False,False
L500361,C100086,2025-11-20 14:23:47,web,US,True,False,False,False
L500362,C100086,2025-11-14 10:40:30,mobile,US,True,False,False,False
L500363,C100087,2025-11-16 12:50:16,mobile,CA,True,False,False,False
L500364,C100087,2025-12-10 19:42:25,web,CA,True,False,False,False
L500365,C100087,2025-12-14 14:32:53,mobile,CA,True,False,False,False
L500366,C100087,2025-10-28 16:19:26,web,CA,True,False,False,False
L500367,C100087,2025-12-14 16:35:11,mobile,CA,True,False,False,False
L500368,C100087,2025-11-16 17:04:40,web,CA,True,False,False,False
L500369,C100088,2025-11-29 06:51:45,mobile,US,True,False,False,False
L500370,C100088,2025-10-17 08:05:35,mobile,US,True,False,False,False
L500371,C100088,2025-10-21 09:33:39,web,US,True,False,False,False
L500372,C100088,2025-11-09 17:19:09,mobile,US,True,False,False,False
L500373,C100088,2025-12-09 12:47:37,web,US,True,False,False,False
L500374,C100089,2025-11-25 21:50:12,mobile,CA,True,False,False,False
L500375,C100089,2025-11-12 06:37:10,mobile,CA,True,False,False,False
L500376,C100089,2025-11-12 21:43:08,mobile,CA,True,False,False,False
L500377,C100089,2025-12-11 21:01:00,mobile,CA,True,False,False,False
L500378,C100089,2025-11-16 11:51:40,web,CA,True,False,False,False
L500379,C100089,2025-11-02 06:01:08,mobile,CA,True,False,False,False
L500380,C100090,2025-10-15 09:51:42,web,FR,True,False,False,False
L500381,C100090,2025-10-23 11:33:01,web,FR,True,False,False,False
L500382,C100090,2025-10-19 13:39:03,mobile,FR,True,False,False,False
L500383,C100090,2025-10-28 16:44:30,web,FR,True,False,False,False
L500384,C100090,2025-11-27 19:33:39,api,FR,True,False,False,False
L500385,C100091,2025-11-14 18:13:53,web,US,True,False,False,False
L500386,C100091,2025-12-02 18:29:28,web,US,True,False,False,False
L500387,C100091,2025-12-10 07:07:42,mobile,US,True,False,False,False
L500388,C100091,2025-11-03 21:39:09,web,US,True,False,False,False
L500389,C100092,2025-11-26 08:21:38,web,CA,True,False,False,False
L500390,C100092,2025-11-20 08:55:36,web,CA,True,False,False,False
L500391,C100092,2025-11-04 19:27:09,web,CA,True,False,False,False
L500392,C100093,2025-11-09 17:38:16,web,UK,True,False,False,False
L500393,C100093,2025-11-25 14:11:41,mobile,UK,True,False,False,False
L500394,C100093,2025-12-13 15:35:29,mobile,UK,True,False,False,False
L500395,C100093,2025-10-31 11:37:16,web,UK,True,False,False,False
L500396,C100093,2025-10-18 16:30:57,web,UK,True,False,False,False
L500397,C100093,2025-10-15 20:50:03,mobile,UK,True,False,False,False
L500398,C100094,2025-10-16 20:21:35,mobile,US,True,False,False,False
L500399,C100094,2025-12-13 17:00:23,mobile,US,True,False,False,False
L500400,C100094,2025-11-19 19:21:39,web,US,True,False,False,False
