exposure_id,campaign_id,customer_id,exposed_ts,viewed,clicked_learn_more
E600086,CMP03,C100093,2025-12-05 08:40:00,True,True
E600087,CMP03,C100094,2025-12-05 08:40:00,True,False
E600088,CMP02,C100095,2025-11-20 09:10:00,True,True
E600089,CMP02,C100096,2025-11-20 09:10:00,True,False
E600090,CMP03,C100096,2025-12-05 08:40:00,True,True
E600091,CMP03,C100097,2025-12-05 08:40:00,False,False
E600092,CMP03,C100099,2025-12-05 08:40:00,True,False
E600093,CMP03,C100100,2025-12-05 08:40:00,False,False
E600094,CMP02,C100101,2025-11-20 09:10:00,True,False
E600095,CMP03,C100102,2025-12-05 08:40:00,False,False
E600096,CMP03,C100103,2025-12-05 08:40:00,False,True
E600097,CMP03,C100104,2025-12-05 08:40:00,True,False
E600098,CMP02,C100105,2025-11-20 09:10:00,True,True
E600099,CMP02,C100106,2025-11-20 09:10:00,True,False
E600100,CMP02,C100109,2025-11-20 09:10:00,True,False
E600101,CMP02,C100110,2025-11-20 09:10:00,True,True
E600102,CMP03,C100110,2025-12-05 08:40:00,False,False
E600103,CMP02,C100113,2025-11-20 09:10:00,True,True
E600104,CMP03,C100113,2025-12-05 08:40:00,True,False
E600105,CMP02,C100114,2025-11-20 09:10:00,True,True
E600106,CMP03,C100114,2025-12-05 08:40:00,False,False
E600107,CMP02,C100115,2025-11-20 09:10:00,True,False
E600108,CMP01,C100117,2025-11-01 07:10:00,True,False
E600109,CMP03,C100117,2025-12-05 08:40:00,True,False
E600110,CMP04,C100117,2025-11-24 06:45:00,True,True
E600111,CMP02,C100118,2025-11-20 09:10:00,True,True
E600112,CMP03,C100118,2025-12-05 08:40:00,True,False
E600113,CMP02,C100120,2025-11-20 09:10:00,False,False
E600114,CMP02,C100122,2025-11-20 09:10:00,False,False
E600115,CMP03,C100122,2025-12-05 08:40:00,False,False
E600116,CMP03,C100123,2025-12-05 08:40:00,True,False
E600117,CMP02,C100125,2025-11-20 09:10:00,False,True
E600118,CMP03,C100125,2025-12-05 08:40:00,True,False
E600119,CMP03,C100126,2025-12-05 08:40:00,False,False
E600120,CMP03,C100128,2025-12-05 08:40:00,True,False
E600121,CMP02,C100129,2025-11-20 09:10:00,False,False
E600122,CMP02,C100130,2025-11-20 09:10:00,True,False
E600123,CMP02,C100132,2025-11-20 09:10:00,False,False
E600124,CMP03,C100132,2025-12-05 08:40:00,False,False
E600125,CMP02,C100133,2025-11-20 09:10:00,True,False
E600126,CMP03,C100134,2025-12-05 08:40:00,False,False
E600127,CMP02,C100135,2025-11-20 09:10:00,False,True
E600128,CMP03,C100135,2025-12-05 08:40:00,False,False
E600129,CMP02,C100136,2025-11-20 09:10:00,False,False
E600130,CMP03,C100136,2025-12-05 08:40:00,True,True
E600131,CMP02,C100137,2025-11-20 09:10:00,True,False
E600132,CMP03,C100139,2025-12-05 08:40:00,True,False
E600133,CMP02,C100141,2025-11-20 09:10:00,True,False
E600134,CMP03,C100141,2025-12-05 08:40:00,False,False
E600135,CMP03,C100142,2025-12-05 08:40:00,True,True
E600136,CMP02,C100144,2025-11-20 09:10:00,False,False
E600137,CMP03,C100146,2025-12-05 08:40:00,False,False
E600138,CMP03,C100147,2025-12-05 08:40:00,True,False
E600139,CMP02,C100148,2025-11-20 09:10:00,True,True
E600140,CMP03,C100149,2025-12-05 08:40:00,True,False
E600141,CMP02,C100150,2025-11-20 09:10:00,True,False
E600142,CMP03,C100150,2025-12-05 08:40:00,False,False
E600143,CMP03,C100153,2025-12-05 08:40:00,True,True
E600144,CMP01,C100155,2025-11-01 07:10:00,True,False
E600145,CMP04,C100155,2025-11-24 06:45:00,True,False
E600146,CMP02,C100156,2025-11-20 09:10:00,True,False
E600147,CMP03,C100157,2025-12-05 08:40:00,False,True
E600148,CMP02,C100158,2025-11-20 09:10:00,True,True
E600149,CMP01,C100159,2025-11-01 07:10:00,False,False
E600150,CMP03,C100159,2025-12-05 08:40:00,False,False
E600151,CMP04,C100159,2025-11-24 06:45:00,False,False
E600152,CMP02,C100160,2025-11-20 09:10:00,True,False
E600153,CMP02,C100162,2025-11-20 09:10:00,True,False
E600154,CMP03,C100163,2025-12-05 08:40:00,False,False
E600155,CMP02,C100164,2025-11-20 09:10:00,True,False
E600156,CMP03,C100165,2025-12-05 08:40:00,True,False
E600157,CMP02,C100166,2025-11-20 09:10:00,True,False
E600158,CMP03,C100168,2025-12-05 08:40:00,True,True
E600159,CMP02,C100169,2025-11-20 09:10:00,False,False
E600160,CMP03,C100169,2025-12-05 08:40:00,False,False
E600161,CMP02,C100170,2025-11-20 09:10:00,False,True
E600162,CMP02,C100171,2025-11-20 09:10:00,False,False
E600163,CMP03,C100172,2025-12-05 08:40:00,True,False
E600164,CMP03,C100173,2025-12-05 08:40:00,False,False
E600165,CMP02,C100174,2025-11-20 09:10:00,False,False
E600166,CMP02,C100175,2025-11-20 09:10:00,True,True
E600167,CMP03,C100175,2025-12-05 08:40:00,True,False
E600168,CMP03,C100176,2025-12-05 08:40:00,True,False
E600169,CMP03,C100177,2025-12-05 08:40:00,False,False
E600170,CMP03,C100178,2025-12-05 08:40:00,True,False
E600171,CMP04,C100179,2025-11-24 06:45:00,True,True
E600172,CMP02,C100180,2025-11-20 09:10:00,True,False
E600173,CMP02,C100181,2025-11-20 09:10:00,False,False
E600174,CMP02,C100182,2025-11-20 09:10:00,True,True
E600175,CMP03,C100182,2025-12-05 08:40:00,False,False
E600176,CMP03,C100183,2025-12-05 08:40:00,False,False
E600177,CMP02,C100184,2025-11-20 09:10:00,True,False
E600178,CMP03,C100184,2025-12-05 08:40:00,True,False
E600179,CMP03,C100185,2025-12-05 08:40:00,True,False
E600180,CMP02,C100186,2025-11-20 09:10:00,True,True
E600181,CMP03,C100187,2025-12-05 08:40:00,True,False
E600182,CMP02,C100188,2025-11-20 09:10:00,True,False
E600183,CMP03,C100189,2025-12-05 08:40:00,False,False
E600184,CMP02,C100190,2025-11-20 09:10:00,True,True
E600185,CMP03,C100190,2025-12-05 08:40:00,False,False
E600186,CMP03,C100192,2025-12-05 08:40:00,False,True
E600187,CMP03,C100193,2025-12-05 08:40:00,False,False
E600188,CMP02,C100194,2025-11-20 09:10:00,False,False
E600189,CMP03,C100194,2025-12-05 08:40:00,True,False
E600190,CMP03,C100195,2025-12-05 08:40:00,True,False
E600191,CMP02,C100197,2025-11-20 09:10:00,False,False
E600192,CMP02,C100198,2025-11-20 09:10:00,True,False
E600193,CMP02,C100199,2025-11-20 09:10:00,True,False
E600194,CMP03,C100199,2025-12-05 08:40:00,False,True
E600195,CMP01,C100200,2025-11-01 07:10:00,True,False
E600196,CMP04,C100200,2025-11-24 06:45:00,False,True
E600197,CMP02,C100201,2025-11-20 09:10:00,True,False
E600198,CMP03,C100201,2025-12-05 08:40:00,True,False
E600199,CMP02,C100202,2025-11-20 09:10:00,True,False
E600200,CMP02,C100203,2025-11-20 09:10:00,True,True
E600201,CMP01,C100204,2025-11-01 07:10:00,True,False
E600202,CMP03,C100205,2025-12-05 08:40:00,True,False
E600203,CMP02,C100206,2025-11-20 09:10:00,False,False
E600204,CMP03,C100207,2025-12-05 08:40:00,False,False
E600205,CMP02,C100208,2025-11-20 09:10:00,True,False
E600206,CMP02,C100209,2025-11-20 09:10:00,True,False
E600207,CMP03,C100210,2025-12-05 08:40:00,False,False
E600208,CMP02,C100212,2025-11-20 09:10:00,True,False
E600209,CMP03,C100214,2025-12-05 08:40:00,True,False
E600210,CMP02,C100215,2025-11-20 09:10:00,True,False
E600211,CMP02,C100216,2025-11-20 09:10:00,True,True
E600212,CMP02,C100217,2025-11-20 09:10:00,True,False
E600213,CMP03,C100219,2025-12-05 08:40:00,False,False
E600214,CMP02,C100220,2025-11-20 09:10:00,False,False
E600215,CMP03,C100220,2025-12-05 08:40:00,True,False
E600216,CMP01,C100221,2025-11-01 07:10:00,False,False
E600217,CMP03,C100221,2025-12-05 08:40:00,True,False
E600218,CMP04,C100221,2025-11-24 06:45:00,True,False
E600219,CMP02,C100222,2025-11-20 09:10:00,True,True
E600220,CMP03,C100223,2025-12-05 08:40:00,True,False
E600221,CMP02,C100224,2025-11-20 09:10:00,True,False
E600222,CMP03,C100224,2025-12-05 08:40:00,False,False
E600223,CMP03,C100225,2025-12-05 08:40:00,False,False
E600224,CMP02,C100226,2025-11-20 09:10:00,False,True
E600225,CMP02,C100229,2025-11-20 09:10:00,True,False
E600226,CMP02,C100230,2025-11-20 09:10:00,True,False
E600227,CMP02,C100231,2025-11-20 09:10:00,False,True
E600228,CMP03,C100232,2025-12-05 08:40:00,True,True
E600229,CMP02,C100234,2025-11-20 09:10:00,False,False
E600230,CMP02,C100235,2025-11-20 09:10:00,True,False
E600231,CMP02,C100236,2025-11-20 09:10:00,True,False
E600232,CMP03,C100239,2025-12-05 08:40:00,True,False
E600233,CMP01,C100240,2025-11-01 07:10:00,True,True
E600234,CMP03,C100240,2025-12-05 08:40:00,False,False
E600235,CMP04,C100240,2025-11-24 06:45:00,True,False
E600236,CMP02,C100241,2025-11-20 09:10:00,False,False
E600237,CMP03,C100241,2025-12-05 08:40:00,True,False
E600238,CMP01,C100242,2025-11-01 07:10:00,True,True
E600239,CMP03,C100242,2025-12-05 08:40:00,True,False
E600240,CMP04,C100242,2025-11-24 06:45:00,True,False
E600241,CMP02,C100243,2025-11-20 09:10:00,False,False
E600242,CMP03,C100244,2025-12-05 08:40:00,True,False
E600243,CMP02,C100245,2025-11-20 09:10:00,True,True
E600244,CMP03,C100245,2025-12-05 08:40:00,False,False
E600245,CMP02,C100246,2025-11-20 09:10:00,False,False
E600246,CMP02,C100247,2025-11-20 09:10:00,True,False
E600247,CMP03,C100247,2025-12-05 08:40:00,False,False
E600248,CMP01,C100249,2025-11-01 07:10:00,True,False
E600249,CMP03,C100249,2025-12-05 08:40:00,True,False
E600250,CMP04,C100249,2025-11-24 06:45:00,False,True
E600251,CMP02,C100250,2025-11-20 09:10:00,True,True
E600252,CMP03,C100250,2025-12-05 08:40:00,True,False
E600253,CMP02,C100251,2025-11-20 09:10:00,True,False
E600254,CMP01,C100252,2025-11-01 07:10:00,True,True
E600255,CMP03,C100252,2025-12-05 08:40:00,True,False
E600256,CMP04,C100252,2025-11-24 06:45:00,True,False
E600257,CMP03,C100253,2025-12-05 08:40:00,True,False
E600258,CMP03,C100254,2025-12-05 08:40:00,False,True
E600259,CMP03,C100255,2025-12-05 08:40:00,True,False
E600260,CMP01,C100256,2025-11-01 07:10:00,False,False
E600261,CMP01,C100257,2025-11-01 07:10:00,True,False
E600262,CMP02,C100259,2025-11-20 09:10:00,True,True
E600263,CMP02,C100260,2025-11-20 09:10:00,False,False
E600264,CMP03,C100260,2025-12-05 08:40:00,False,False
E600265,CMP02,C100261,2025-11-20 09:10:00,True,False
E600266,CMP03,C100263,2025-12-05 08:40:00,True,False
E600267,CMP02,C100264,2025-11-20 09:10:00,False,True
E600268,CMP03,C100264,2025-12-05 08:40:00,False,False
E600269,CMP02,C100265,2025-11-20 09:10:00,True,True
E600270,CMP03,C100265,2025-12-05 08:40:00,True,True
E600271,CMP03,C100266,2025-12-05 08:40:00,False,False
E600272,CMP02,C100267,2025-11-20 09:10:00,False,False
E600273,CMP01,C100268,2025-11-01 07:10:00,True,True
E600274,CMP03,C100268,2025-12-05 08:40:00,False,False
E600275,CMP04,C100268,2025-11-24 06:45:00,True,False
E600276,CMP03,C100269,2025-12-05 08:40:00,True,False
E600277,CMP01,C100270,2025-11-01 07:10:00,False,True
E600278,CMP02,C100271,2025-11-20 09:10:00,True,False
E600279,CMP03,C100271,2025-12-05 08:40:00,True,False
E600280,CMP02,C100272,2025-11-20 09:10:00,True,True
E600281,CMP01,C100273,2025-11-01 07:10:00,True,False
E600282,CMP03,C100273,2025-12-05 08:40:00,True,False
E600283,CMP04,C100273,2025-11-24 06:45:00,False,True
E600284,CMP02,C100274,2025-11-20 09:10:00,False,False
E600285,CMP03,C100274,2025-12-05 08:40:00,False,False
E600286,CMP03,C100275,2025-12-05 08:40:00,True,False
E600287,CMP02,C100276,2025-11-20 09:10:00,False,False
E600288,CMP03,C100276,2025-12-05 08:40:00,True,False
E600289,CMP03,C100278,2025-12-05 08:40:00,True,False
E600290,CMP04,C100278,2025-11-24 06:45:00,True,True
E600291,CMP02,C100279,2025-11-20 09:10:00,True,True
E600292,CMP03,C100279,2025-12-05 08:40:00,False,False
E600293,CMP03,C100280,2025-12-05 08:40:00,False,False
E600294,CMP01,C100281,2025-11-01 07:10:00,True,True
E600295,CMP03,C100281,2025-12-05 08:40:00,False,False
E600296,CMP04,C100281,2025-11-24 06:45:00,True,False
E600297,CMP02,C100282,2025-11-20 09:10:00,False,False
E600298,CMP03,C100282,2025-12-05 08:40:00,False,False
E600299,CMP03,C100284,2025-12-05 08:40:00,True,False
E600300,CMP03,C100285,2025-12-05 08:40:00,True,False
E600301,CMP01,C100286,2025-11-01 07:10:00,True,False
E600302,CMP03,C100286,2025-12-05 08:40:00,True,False
E600303,CMP03,C100287,2025-12-05 08:40:00,False,False
E600304,CMP03,C100288,2025-12-05 08:40:00,True,False
E600305,CMP02,C100290,2025-11-20 09:10:00,False,False
E600306,CMP03,C100290,2025-12-05 08:40:00,True,False
E600307,CMP03,C100293,2025-12-05 08:40:00,False,True
E600308,CMP02,C100294,2025-11-20 09:10:00,True,False
E600309,CMP03,C100294,2025-12-05 08:40:00,False,True
E600310,CMP02,C100295,2025-11-20 09:10:00,False,False
E600311,CMP02,C100296,2025-11-20 09:10:00,False,False
E600312,CMP03,C100296,2025-12-05 08:40:00,False,False
E600313,CMP03,C100297,2025-12-05 08:40:00,True,False
E600314,CMP02,C100298,2025-11-20 09:10:00,True,True
E600315,CMP02,C100299,2025-11-20 09:10:00,True,False
E600316,CMP03,C100300,2025-12-05 08:40:00,True,True
E600317,CMP02,C100301,2025-11-20 09:10:00,False,False
E600318,CMP03,C100301,2025-12-05 08:40:00,False,True
E600319,CMP02,C100302,2025-11-20 09:10:00,True,False
E600320,CMP02,C100303,2025-11-20 09:10:00,True,False
E600321,CMP03,C100303,2025-12-05 08:40:00,False,False
E600322,CMP03,C100304,2025-12-05 08:40:00,False,False
E600323,CMP03,C100305,2025-12-05 08:40:00,False,False
E600324,CMP03,C100306,2025-12-05 08:40:00,False,False
E600325,CMP01,C100308,2025-11-01 07:10:00,True,False
E600326,CMP03,C100308,2025-12-05 08:40:00,False,True
E600327,CMP04,C100308,2025-11-24 06:45:00,True,False
E600328,CMP02,C100309,2025-11-20 09:10:00,False,False
E600329,CMP02,C100310,2025-11-20 09:10:00,True,False
E600330,CMP03,C100313,2025-12-05 08:40:00,True,False
E600331,CMP02,C100314,2025-11-20 09:10:00,False,False
E600332,CMP02,C100315,2025-11-20 09:10:00,True,False
E600333,CMP02,C100316,2025-11-20 09:10:00,True,True
E600334,CMP03,C100316,2025-12-05 08:40:00,False,False
E600335,CMP02,C100317,2025-11-20 09:10:00,False,False
E600336,CMP03,C100317,2025-12-05 08:40:00,False,False
E600337,CMP02,C100321,2025-11-20 09:10:00,True,True
E600338,CMP03,C100322,2025-12-05 08:40:00,False,False
E600339,CMP03,C100323,2025-12-05 08:40:00,False,False
E600340,CMP02,C100324,2025-11-20 09:10:00,False,False
E600341,CMP02,C100325,2025-11-20 09:10:00,True,True
E600342,CMP03,C100325,2025-12-05 08:40:00,True,False
E600343,CMP02,C100327,2025-11-20 09:10:00,True,False
E600344,CMP03,C100327,2025-12-05 08:40:00,False,False
E600345,CMP03,C100328,2025-12-05 08:40:00,False,True
E600346,CMP02,C100329,2025-11-20 09:10:00,True,False
E600347,CMP03,C100329,2025-12-05 08:40:00,True,False
E600348,CMP02,C100330,2025-11-20 09:10:00,True,False
E600349,CMP03,C100330,2025-12-05 08:40:00,True,True
E600350,CMP02,C100332,2025-11-20 09:10:00,True,False
E600351,CMP03,C100332,2025-12-05 08:40:00,False,False
E600352,CMP02,C100333,2025-11-20 09:10:00,True,False
E600353,CMP03,C100334,2025-12-05 08:40:00,True,False
E600354,CMP03,C100335,2025-12-05 08:40:00,False,False
E600355,CMP02,C100336,2025-11-20 09:10:00,True,True
E600356,CMP03,C100337,2025-12-05 08:40:00,False,False
E600357,CMP03,C100338,2025-12-05 08:40:00,True,True
E600358,CMP03,C100339,2025-12-05 08:40:00,True,False
E600359,CMP02,C100341,2025-11-20 09:10:00,True,False
E600360,CMP03,C100341,2025-12-05 08:40:00,False,False
E600361,CMP02,C100342,2025-11-20 09:10:00,True,True
E600362,CMP03,C100342,2025-12-05 08:40:00,False,False
E600363,CMP02,C100344,2025-11-20 09:10:00,False,False
E600364,CMP03,C100346,2025-12-05 08:40:00,True,False
E600365,CMP02,C100347,2025-11-20 09:10:00,True,True
E600366,CMP03,C100347,2025-12-05 08:40:00,True,False
E600367,CMP03,C100348,2025-12-05 08:40:00,False,False
E600368,CMP03,C100349,2025-12-05 08:40:00,True,False
E600369,CMP03,C100350,2025-12-05 08:40:00,False,False
E600370,CMP02,C100354,2025-11-20 09:10:00,False,True
E600371,CMP03,C100354,2025-12-05 08:40:00,False,False
E600372,CMP03,C100356,2025-12-05 08:40:00,False,False
E600373,CMP02,C100357,2025-11-20 09:10:00,True,False
E600374,CMP03,C100357,2025-12-05 08:40:00,False,False
E600375,CMP02,C100358,2025-11-20 09:10:00,False,False
E600376,CMP03,C100358,2025-12-05 08:40:00,True,False
E600377,CMP03,C100359,2025-12-05 08:40:00,True,False
E600378,CMP02,C100361,2025-11-20 09:10:00,True,True
E600379,CMP03,C100361,2025-12-05 08:40:00,True,False
E600380,CMP02,C100362,2025-11-20 09:10:00,True,False
E600381,CMP03,C100363,2025-12-05 08:40:00,True,True
E600382,CMP02,C100364,2025-11-20 09:10:00,True,True
E600383,CMP02,C100365,2025-11-20 09:10:00,True,False
E600384,CMP03,C100365,2025-12-05 08:40:00,True,False
E600385,CMP02,C100368,2025-11-20 09:10:00,False,False
E600386,CMP02,C100369,2025-11-20 09:10:00,False,False
E600387,CMP03,C100369,2025-12-05 08:40:00,True,False
E600388,CMP02,C100370,2025-11-20 09:10:00,True,False
E600389,CMP03,C100370,2025-12-05 08:40:00,False,False
E600390,CMP02,C100372,2025-11-20 09:10:00,True,False
E600391,CMP03,C100372,2025-12-05 08:40:00,True,False
E600392,CMP02,C100373,2025-11-20 09:10:00,True,False
E600393,CMP02,C100374,2025-11-20 09:10:00,True,False
E600394,CMP03,C100374,2025-12-05 08:40:00,True,False
E600395,CMP03,C100375,2025-12-05 08:40:00,False,False
E600396,CMP03,C100376,2025-12-05 08:40:00,False,True
E600397,CMP03,C100378,2025-12-05 08:40:00,False,False
E600398,CMP03,C100379,2025-12-05 08:40:00,False,False
E600399,CMP03,C100381,2025-12-05 08:40:00,False,True
E600400,CMP02,C100382,2025-11-20 09:10:00,False,False
E600401,CMP03,C100382,2025-12-05 08:40:00,False,False
E600402,CMP02,C100384,2025-11-20 09:10:00,True,False
E600403,CMP03,C100385,2025-12-05 08:40:00,True,False
E600404,CMP03,C100386,2025-12-05 08:40:00,False,True
E600405,CMP02,C100389,2025-11-20 09:10:00,True,False
E600406,CMP03,C100389,2025-12-05 08:40:00,True,False
E600407,CMP03,C100390,2025-12-05 08:40:00,False,False
E600408,CMP02,C100391,2025-11-20 09:10:00,True,False
E600409,CMP02,C100392,2025-11-20 09:10:00,True,False
E600410,CMP02,C100393,2025-11-20 09:10:00,False,False
E600411,CMP02,C100394,2025-11-20 09:10:00,False,False
E600412,CMP03,C100394,2025-12-05 08:40:00,False,False
E600413,CMP02,C100396,2025-11-20 09:10:00,True,False
E600414,CMP02,C100397,2025-11-20 09:10:00,True,False
E600415,CMP03,C100398,2025-12-05 08:40:00,True,True
E600416,CMP02,C100399,2025-11-20 09:10:00,False,False
E600417,CMP03,C100399,2025-12-05 08:40:00,True,True
E600418,CMP03,C100400,2025-12-05 08:40:00,False,False
E600419,CMP02,C100401,2025-11-20 09:10:00,True,True
E600420,CMP03,C100401,2025-12-05 08:40:00,True,False
E600421,CMP02,C100404,2025-11-20 09:10:00,False,False
E600422,CMP03,C100405,2025-12-05 08:40:00,False,False
E600423,CMP03,C100407,2025-12-05 08:40:00,True,False
E600424,CMP03,C100408,2025-12-05 08:40:00,False,False
E600425,CMP03,C100409,2025-12-05 08:40:00,False,False
E600426,CMP02,C100412,2025-11-20 09:10:00,True,False
E600427,CMP02,C100413,2025-11-20 09:10:00,True,False
E600428,CMP03,C100415,2025-12-05 08:40:00,True,False
E600429,CMP02,C100416,2025-11-20 09:10:00,True,False
E600430,CMP03,C100416,2025-12-05 08:40:00,False,False
E600431,CMP02,C100417,2025-11-20 09:10:00,False,False
E600432,CMP03,C100418,2025-12-05 08:40:00,False,True
E600433,CMP03,C100419,2025-12-05 08:40:00,False,True
E600434,CMP03,C100422,2025-12-05 08:40:00,True,False
E600435,CMP02,C100423,2025-11-20 09:10:00,True,False
E600436,CMP03,C100423,2025-12-05 08:40:00,False,True
E600437,CMP03,C100426,2025-12-05 08:40:00,True,False
E600438,CMP02,C100427,2025-11-20 09:10:00,True,False
E600439,CMP03,C100427,2025-12-05 08:40:00,True,False
E600440,CMP02,C100428,2025-11-20 09:10:00,True,False
E600441,CMP03,C100428,2025-12-05 08:40:00,True,False
E600442,CMP02,C100429,2025-11-20 09:10:00,True,False
E600443,CMP03,C100429,2025-12-05 08:40:00,True,False
E600444,CMP02,C100430,2025-11-20 09:10:00,True,False
E600445,CMP03,C100430,2025-12-05 08:40:00,True,False
E600446,CMP03,C100431,2025-12-05 08:40:00,False,False
E600447,CMP03,C100432,2025-12-05 08:40:00,False,False
E600448,CMP03,C100433,2025-12-05 08:40:00,True,False
E600449,CMP04,C100435,2025-11-24 06:45:00,True,False
E600450,CMP02,C100436,2025-11-20 09:10:00,True,False
E600451,CMP03,C100436,2025-12-05 08:40:00,True,False
E600452,CMP01,C100437,2025-11-01 07:10:00,True,False
E600453,CMP02,C100438,2025-11-20 09:10:00,True,False
E600454,CMP01,C100439,2025-11-01 07:10:00,False,False
E600455,CMP04,C100439,2025-11-24 06:45:00,True,False
E600456,CMP03,C100440,2025-12-05 08:40:00,True,True
E600457,CMP02,C100441,2025-11-20 09:10:00,True,True
E600458,CMP03,C100441,2025-12-05 08:40:00,True,False
E600459,CMP02,C100442,2025-11-20 09:10:00,True,False
E600460,CMP03,C100443,2025-12-05 08:40:00,False,False
E600461,CMP02,C100446,2025-11-20 09:10:00,True,False
E600462,CMP03,C100446,2025-12-05 08:40:00,True,False
E600463,CMP03,C100448,2025-12-05 08:40:00,False,False
