order_id,customer_id,order_ts,order_value,payment_method,is_refunded,is_chargeback,is_fraud_related
O800065,C100025,2025-12-03 18:08:19,12.99,credit_card,True,False,False
O800066,C100026,2025-11-20 18:32:39,39.99,credit_card,False,False,False
O800067,C100027,2025-12-10 14:56:38,89.99,debit_card,False,False,False
O800068,C100027,2025-11-01 13:52:40,89.99,credit_card,False,False,False
O800069,C100027,2025-11-05 11:04:51,9.99,credit_card,False,False,False
O800070,C100027,2025-11-17 19:04:17,9.99,credit_card,False,False,False
O800071,C100027,2025-11-16 19:56:09,129.99,credit_card,False,False,False
O800072,C100027,2025-11-24 08:24:07,99.99,credit_card,False,False,False
O800073,C100027,2025-11-28 10:18:34,24.99,credit_card,False,False,False
O800074,C100027,2025-11-29 08:22:29,79.99,paypal,False,False,False
O800075,C100028,2025-10-23 12:29:12,99.99,credit_card,False,False,False
O800076,C100029,2025-12-09 15:44:01,29.99,credit_card,False,False,False
O800077,C100029,2025-10-23 10:05:56,24.99,debit_card,False,False,False
O800078,C100029,2025-10-18 19:07:04,29.99,debit_card,False,False,False
O800079,C100029,2025-12-05 21:37:24,79.99,debit_card,False,False,False
O800080,C100030,2025-12-01 12:36:22,129.99,paypal,False,False,False
O800081,C100030,2025-11-08 12:03:57,249.99,credit_card,False,False,False
O800082,C100030,2025-11-20 17:38:37,39.99,paypal,False,False,False
O800083,C100031,2025-11-11 09:14:15,19.99,debit_card,False,False,False
O800084,C100031,2025-10-29 18:57:43,29.99,credit_card,False,False,False
O800085,C100031,2025-11-10 15:05:13,24.99,credit_card,False,False,False
O800086,C100031,2025-11-18 17:37:38,179.99,credit_card,False,False,False
O800087,C100031,2025-12-06 08:22:20,29.99,debit_card,False,False,False
O800088,C100032,2025-11-26 09:01:01,89.99,credit_card,False,False,False
O800089,C100032,2025-11-11 12:14:02,49.99,paypal,False,False,False
O800090,C100032,2025-11-29 21:34:55,39.99,credit_card,False,False,False
O800091,C100032,2025-10-27 09:01:41,249.99,paypal,False,False,False
O800092,C100033,2025-11-01 18:17:53,9.99,credit_card,False,False,False
O800093,C100033,2025-11-19 20:11:21,12.99,credit_card,False,False,False
O800094,C100034,2025-12-13 10:51:07,29.99,paypal,False,False,False
O800095,C100034,2025-11-14 16:13:59,1499.0,credit_card,False,False,False
O800096,C100035,2025-10-16 18:14:44,19.99,credit_card,True,False,False
O800097,C100035,2025-10-26 08:37:04,9.99,debit_card,False,False,False
O800098,C100035,2025-11-15 19:41:30,49.99,credit_card,False,False,False
O800099,C100035,2025-11-07 14:50:49,49.99,credit_card,False,False,False
O800100,C100036,2025-11-16 11:41:38,89.99,credit_card,True,False,False
O800101,C100036,2025-12-15 13:09:45,49.99,paypal,False,False,False
O800102,C100037,2025-12-12 19:37:47,49.99,paypal,False,False,False
O800103,C100037,2025-12-13 12:56:36,19.99,debit_card,False,False,False
O800104,C100037,2025-11-15 22:19:18,19.99,credit_card,False,False,False
O800105,C100038,2025-11-13 20:39:04,179.99,credit_card,False,False,False
O800106,C100038,2025-12-06 10:11:41,89.99,debit_card,False,False,False
O800107,C100038,2025-10-29 21:33:30,89.99,credit_card,False,False,False
O800108,C100039,2025-12-01 10:54:27,19.99,credit_card,False,False,False
O800109,C100039,2025-11-19 21:36:07,49.99,paypal,False,False,False
O800110,C100039,2025-11-28 19:22:00,24.99,debit_card,False,False,False
O800111,C100040,2025-11-07 12:16:35,79.99,debit_card,False,False,False
O800112,C100041,2025-11-04 14:57:55,149.99,debit_card,False,False,False
O800113,C100041,2025-12-14 11:33:39,79.99,credit_card,False,False,False
O800114,C100042,2025-10-26 13:30:01,29.99,credit_card,False,False,False
O800115,C100042,2025-10-19 20:48:21,12.99,credit_card,False,False,False
O800116,C100043,2025-12-01 09:57:49,249.99,debit_card,False,False,False
O800117,C100043,2025-11-27 19:03:59,9.99,credit_card,False,False,False
O800118,C100044,2025-10-18 19:28:38,49.99,credit_card,False,False,False
O800119,C100044,2025-10-16 11:24:24,19.99,credit_card,False,False,False
O800120,C100045,2025-11-17 10:54:08,899.0,paypal,False,False,False
O800121,C100045,2025-11-17 10:11:26,9.99,credit_card,False,False,False
O800122,C100045,2025-12-15 18:04:13,99.99,credit_card,True,False,False
O800123,C100045,2025-12-01 22:46:29,29.99,paypal,False,False,False
O800124,C100045,2025-10-18 12:25:34,9.99,debit_card,False,False,False
O800125,C100046,2025-10-16 16:00:06,24.99,credit_card,False,False,False
O800126,C100046,2025-12-12 16:40:07,39.99,paypal,False,False,False
O800127,C100046,2025-11-21 20:18:22,19.99,credit_card,False,False,False
O800128,C100047,2025-12-07 11:09:46,9.99,credit_card,False,False,False
O800129,C100047,2025-11-26 18:20:41,24.99,credit_card,False,False,False
O800130,C100047,2025-10-31 20:26:51,24.99,credit_card,False,False,False
O800131,C100048,2025-11-01 22:52:33,129.99,credit_card,False,False,False
O800132,C100048,2025-10-31 17:31:27,149.99,credit_card,False,False,False
O800133,C100049,2025-12-05 11:10:03,24.99,credit_card,False,False,False
O800134,C100049,2025-10-25 10:44:56,12.99,debit_card,False,False,False
O800135,C100050,2025-11-27 20:47:43,9.99,credit_card,False,False,False
O800136,C100051,2025-10-27 16:08:39,179.99,debit_card,False,False,False
O800137,C100051,2025-11-04 22:52:42,49.99,debit_card,False,False,False
O800138,C100052,2025-10-25 13:02:33,149.99,credit_card,False,False,False
O800139,C100052,2025-12-15 10:31:52,24.99,debit_card,False,False,False
O800140,C100052,2025-11-28 17:18:03,24.99,credit_card,False,False,False
O800141,C100053,2025-11-03 10:10:01,19.99,credit_card,False,False,False
O800142,C100053,2025-10-18 16:19:58,19.99,credit_card,True,False,False
O800143,C100053,2025-12-08 10:07:55,19.99,credit_card,False,False,False
O800144,C100053,2025-11-14 19:12:20,129.99,debit_card,False,False,False
O800145,C100053,2025-10-31 10:20:26,499.0,credit_card,False,False,False
O800146,C100053,2025-10-16 18:36:50,29.99,paypal,False,False,False
O800147,C100053,2025-10-19 19:52:49,19.99,credit_card,False,False,False
O800148,C100053,2025-11-30 09:35:40,29.99,credit_card,False,False,False
O800149,C100053,2025-11-30 16:53:40,9.99,credit_card,False,False,False
O800150,C100054,2025-10-28 13:12:42,179.99,debit_card,False,False,False
O800151,C100055,2025-12-01 13:51:19,49.99,debit_card,False,False,False
O800152,C100055,2025-11-09 20:01:25,12.99,debit_card,False,False,False
O800153,C100056,2025-12-02 10:09:57,39.99,paypal,False,False,False
O800154,C100056,2025-11-20 13:05:15,19.99,debit_card,False,False,False
O800155,C100057,2025-12-05 15:26:41,39.99,credit_card,False,False,False
O800156,C100057,2025-11-17 15:34:51,49.99,paypal,True,False,False
O800157,C100057,2025-11-04 13:46:19,12.99,credit_card,False,False,False
O800158,C100058,2025-11-17 10:21:16,24.99,credit_card,False,False,False
O800159,C100058,2025-10-28 15:48:41,19.99,debit_card,False,False,False
O800160,C100058,2025-11-09 22:08:35,49.99,credit_card,False,False,False
O800161,C100058,2025-10-25 17:38:59,19.99,credit_card,False,False,False
O800162,C100058,2025-10-26 12:14:45,79.99,credit_card,False,False,False
O800163,C100058,2025-11-06 20:25:39,12.99,debit_card,False,False,False
O800164,C100059,2025-11-28 09:09:19,1199.0,credit_card,False,False,False
O800165,C100060,2025-10-30 10:20:02,24.99,credit_card,False,False,False
O800166,C100060,2025-10-19 17:45:11,249.99,credit_card,False,False,False
O800167,C100060,2025-12-07 11:13:00,29.99,debit_card,False,False,False
O800168,C100060,2025-10-25 08:27:46,9.99,debit_card,False,False,False
O800169,C100061,2025-12-06 21:18:07,12.99,credit_card,False,False,False
O800170,C100061,2025-10-16 12:14:41,49.99,debit_card,False,False,False
O800171,C100062,2025-10-31 21:33:28,12.99,credit_card,False,False,False
O800172,C100062,2025-11-03 21:33:31,24.99,paypal,True,False,False
O800173,C100063,2025-10-27 18:24:37,39.99,credit_card,False,False,False
O800174,C100063,2025-10-20 08:41:20,29.99,credit_card,False,False,False
O800175,C100064,2025-11-04 16:04:31,39.99,debit_card,False,False,False
O800176,C100064,2025-11-18 08:11:40,12.99,debit_card,False,False,False
O800177,C100065,2025-11-18 13:25:42,12.99,credit_card,False,False,False
O800178,C100065,2025-11-08 17:52:01,99.99,credit_card,False,False,False
O800179,C100065,2025-11-22 22:49:25,1199.0,paypal,False,False,False
O800180,C100065,2025-11-08 22:04:43,19.99,credit_card,False,False,False
O800181,C100066,2025-12-12 22:46:53,99.99,debit_card,False,False,False
O800182,C100066,2025-11-02 08:24:12,24.99,credit_card,False,False,False
O800183,C100067,2025-10-18 08:23:43,179.99,credit_card,False,False,False
O800184,C100067,2025-11-12 16:55:46,12.99,debit_card,False,False,False
O800185,C100068,2025-10-26 19:39:54,129.99,paypal,False,False,False
O800186,C100068,2025-11-12 22:59:52,39.99,paypal,False,False,False
O800187,C100069,2025-11-13 08:51:41,9.99,credit_card,False,False,False
O800188,C100069,2025-10-17 18:51:06,19.99,credit_card,False,False,False
O800189,C100069,2025-11-07 16:05:30,29.99,credit_card,False,False,False
O800190,C100069,2025-11-16 09:21:36,24.99,credit_card,False,False,False
O800191,C100070,2025-10-17 19:44:39,39.99,credit_card,False,False,False
O800192,C100071,2025-11-08 08:39:20,899.0,debit_card,False,False,False
O800193,C100071,2025-10-26 13:22:35,19.99,credit_card,False,False,False
O800194,C100071,2025-10-17 21:31:33,39.99,credit_card,False,False,False
O800195,C100072,2025-12-13 10:35:11,24.99,credit_card,True,False,False
O800196,C100072,2025-12-10 09:48:47,29.99,credit_card,False,False,False
O800197,C100073,2025-11-07 21:31:01,19.99,debit_card,False,False,False
O800198,C100073,2025-12-04 20:05:22,179.99,paypal,False,False,False
O800199,C100073,2025-11-17 18:49:41,9.99,debit_card,False,False,False
O800200,C100073,2025-12-10 20:02:23,29.99,paypal,False,False,False
O800201,C100074,2025-11-06 20:10:58,24.99,paypal,False,False,False
O800202,C100074,2025-11-08 19:00:16,1199.0,credit_card,False,False,False
O800203,C100075,2025-10-19 12:54:33,19.99,debit_card,False,False,False
O800204,C100075,2025-11-20 21:48:19,39.99,credit_card,False,False,False
O800205,C100076,2025-11-25 17:57:46,19.99,paypal,False,False,False
O800206,C100077,2025-11-24 15:26:17,49.99,credit_card,False,False,False
O800207,C100077,2025-11-18 11:43:42,24.99,credit_card,False,False,False
O800208,C100077,2025-11-12 12:12:41,149.99,paypal,False,False,False
O800209,C100078,2025-10-27 11:24:14,149.99,debit_card,False,False,False
O800210,C100078,2025-11-09 20:12:32,79.99,debit_card,False,False,False
O800211,C100079,2025-10-27 12:03:06,24.99,credit_card,False,False,False
O800212,C100079,2025-12-12 22:35:33,49.99,credit_card,False,False,False
O800213,C100079,2025-10-16 09:51:49,12.99,credit_card,False,False,False
O800214,C100080,2025-11-12 22:47:14,9.99,credit_card,False,False,False
O800215,C100080,2025-10-16 09:48:32,9.99,credit_card,False,False,False
O800216,C100080,2025-12-10 19:01:05,29.99,credit_card,False,False,False
O800217,C100081,2025-10-23 14:33:46,24.99,credit_card,False,False,False
O800218,C100081,2025-11-05 10:19:26,49.99,credit_card,False,False,False
O800219,C100082,2025-12-03 09:27:20,29.99,credit_card,False,False,False
O800220,C100083,2025-10-30 18:58:28,29.99,credit_card,False,False,False
O800221,C100083,2025-11-22 15:26:44,12.99,credit_card,False,False,False
O800222,C100083,2025-10-25 15:12:46,39.99,credit_card,False,False,False
O800223,C100084,2025-10-29 14:50:46,9.99,debit_card,False,False,False
O800224,C100084,2025-12-13 14:15:07,49.99,debit_card,False,False,False
O800225,C100084,2025-12-10 22:57:40,29.99,debit_card,False,False,False
O800226,C100084,2025-12-06 14:59:47,249.99,paypal,False,False,False
O800227,C100084,2025-10-18 16:55:27,19.99,debit_card,False,False,False
O800228,C100084,2025-10-16 17:19:30,9.99,paypal,False,False,False
O800229,C100084,2025-11-07 14:18:42,179.99,credit_card,False,False,False
O800230,C100084,2025-11-13 22:57:10,179.99,credit_card,False,False,False
O800231,C100084,2025-10-31 14:24:12,39.99,credit_card,False,False,False
O800232,C100084,2025-10-21 20:58:11,129.99,credit_card,False,False,False
O800233,C100085,2025-12-15 10:56:35,24.99,debit_card,False,False,False
O800234,C100085,2025-10-28 13:56:31,19.99,credit_card,False,False,False
O800235,C100085,2025-11-01 12:11:37,19.99,credit_card,False,False,False
O800236,C100085,2025-11-01 20:34:37,19.99,debit_card,False,False,False
O800237,C100086,2025-11-11 15:59:11,19.99,credit_card,False,False,False
O800238,C100087,2025-11-22 15:44:31,49.99,credit_card,True,False,False
O800239,C100087,2025-11-19 16:00:16,49.99,credit_card,False,False,False
O800240,C100088,2025-11-22 10:33:43,24.99,credit_card,False,False,False
O800241,C100088,2025-10-21 14:51:26,39.99,credit_card,False,False,False
O800242,C100088,2025-12-05 15:49:23,12.99,credit_card,False,False,False
O800243,C100088,2025-11-09 17:10:27,12.99,credit_card,True,False,False
O800244,C100089,2025-11-26 22:14:47,9.99,credit_card,False,False,False
O800245,C100089,2025-10-20 20:31:03,12.99,debit_card,False,False,False
O800246,C100090,2025-12-12 19:18:42,12.99,debit_card,True,False,False
O800247,C100090,2025-11-20 15:07:59,29.99,credit_card,True,False,False
O800248,C100090,2025-10-16 08:53:29,129.99,credit_card,False,False,False
O800249,C100090,2025-10-20 16:39:59,9.99,paypal,False,False,False
O800250,C100091,2025-10-17 15:41:11,9.99,credit_card,False,False,False
O800251,C100091,2025-12-04 22:07:42,49.99,paypal,False,False,False
O800252,C100091,2025-12-04 11:53:44,39.99,credit_card,False,False,False
O800253,C100092,2025-11-27 22:52:17,12.99,paypal,False,False,False
O800254,C100092,2025-11-22 08:09:03,39.99,paypal,False,False,False
O800255,C100092,2025-11-18 19:49:18,24.99,paypal,False,False,False
O800256,C100092,2025-11-25 15:30:01,9.99,credit_card,False,False,False
O800257,C100092,2025-10-22 09:06:53,99.99,paypal,False,False,False
O800258,C100092,2025-11-05 17:16:23,9.99,debit_card,False,False,False
O800259,C100092,2025-12-03 12:12:49,12.99,credit_card,False,False,False
O800260,C100093,2025-11-21 17:21:18,29.99,paypal,False,False,False
O800261,C100094,2025-11-29 15:00:04,9.99,credit_card,False,False,False
O800262,C100095,2025-11-15 19:53:58,49.99,credit_card,False,False,False
O800263,C100095,2025-11-13 14:25:11,24.99,paypal,False,False,False
O800264,C100095,2025-11-17 16:24:30,19.99,credit_card,False,False,False
O800265,C100096,2025-11-03 18:15:54,12.99,credit_card,False,False,False
O800266,C100096,2025-11-30 14:35:35,39.99,credit_card,True,False,False
O800267,C100096,2025-10-28 12:52:04,9.99,paypal,False,False,False
O800268,C100096,2025-12-04 19:28:52,19.99,debit_card,False,False,False
O800269,C100097,2025-12-03 18:53:31,29.99,debit_card,False,False,False
O800270,C100097,2025-12-07 19:12:42,29.99,credit_card,False,False,False
O800271,C100097,2025-11-14 21:16:00,49.99,credit_card,False,False,False
O800272,C100098,2025-10-27 15:45:47,49.99,credit_card,False,False,False
O800273,C100098,2025-11-07 13:54:38,49.99,credit_card,False,False,False
O800274,C100099,2025-11-18 15:03:40,9.99,credit_card,True,False,False
O800275,C100100,2025-10-24 14:47:06,19.99,debit_card,False,False,False
O800276,C100101,2025-11-14 22:21:02,39.99,credit_card,False,False,False
O800277,C100101,2025-12-11 10:03:33,19.99,paypal,False,False,False
O800278,C100101,2025-10-26 12:18:53,9.99,credit_card,False,False,False
O800279,C100102,2025-12-15 16:22:38,1499.0,debit_card,False,False,False
O800280,C100102,2025-10-26 08:41:40,49.99,paypal,False,False,False
O800281,C100103,2025-10-17 16:15:38,79.99,credit_card,False,False,False
O800282,C100104,2025-11-01 22:54:58,49.99,debit_card,False,False,False
O800283,C100104,2025-12-11 22:49:53,49.99,paypal,False,False,False
O800284,C100104,2025-11-01 21:46:47,89.99,paypal,False,False,False
O800285,C100104,2025-12-09 15:52:35,12.99,credit_card,False,False,False
O800286,C100105,2025-11-17 21:39:03,49.99,credit_card,False,False,False
O800287,C100105,2025-12-11 14:14:30,99.99,credit_card,False,False,False
O800288,C100106,2025-11-12 09:01:45,12.99,credit_card,False,False,False
O800289,C100107,2025-12-13 18:14:51,9.99,credit_card,False,False,False
O800290,C100108,2025-11-02 08:38:44,24.99,credit_card,False,False,False
O800291,C100108,2025-11-28 19:39:07,29.99,credit_card,False,False,False
O800292,C100109,2025-10-17 16:56:59,19.99,debit_card,False,False,False
O800293,C100109,2025-11-15 09:25:36,19.99,debit_card,False,False,False
O800294,C100110,2025-12-08 10:40:21,19.99,debit_card,False,False,False
O800295,C100111,2025-11-04 20:04:52,29.99,credit_card,False,False,False
O800296,C100111,2025-11-15 11:11:17,149.99,credit_card,False,False,False
O800297,C100111,2025-11-29 15:07:07,24.99,credit_card,False,False,False
O800298,C100112,2025-12-13 15:18:31,89.99,credit_card,False,False,False
O800299,C100113,2025-10-22 19:42:35,12.99,credit_card,False,False,False
O800300,C100113,2025-10-26 19:30:54,24.99,credit_card,False,False,False
O800301,C100114,2025-12-10 19:01:01,19.99,credit_card,False,False,False
O800302,C100114,2025-12-09 13:17:50,24.99,credit_card,False,False,False
O800303,C100114,2025-11-28 15:19:06,49.99,debit_card,False,False,False
O800304,C100115,2025-10-30 17:59:01,149.99,debit_card,False,False,False
O800305,C100115,2025-10-15 19:36:59,24.99,credit_card,False,False,False
O800306,C100115,2025-12-02 09:48:31,129.99,credit_card,False,False,False
O800307,C100115,2025-11-21 20:49:26,9.99,debit_card,False,False,False
O800308,C100116,2025-12-03 18:12:40,24.99,credit_card,False,False,False
O800309,C100116,2025-10-19 15:45:36,9.99,debit_card,False,False,False
O800310,C100116,2025-11-09 12:45:45,12.99,debit_card,False,False,False
O800311,C100117,2025-10-23 19:03:13,29.99,credit_card,False,False,False
O800312,C100117,2025-12-09 20:56:58,1499.0,paypal,False,False,False
O800313,C100117,2025-11-28 13:43:12,12.99,debit_card,False,False,False
O800314,C100117,2025-11-11 18:46:55,29.99,credit_card,False,False,False
O800315,C100118,2025-11-21 08:13:11,49.99,paypal,False,False,False
O800316,C100119,2025-12-05 17:22:51,9.99,credit_card,False,False,False
O800317,C100119,2025-11-08 08:50:14,89.99,debit_card,False,False,False
O800318,C100119,2025-11-03 16:56:14,29.99,credit_card,False,False,False
O800319,C100120,2025-11-24 13:33:53,29.99,credit_card,False,False,False
O800320,C100121,2025-10-16 08:29:35,39.99,credit_card,False,False,False
O800321,C100121,2025-11-14 22:38:13,24.99,paypal,True,False,False
O800322,C100121,2025-12-15 13:31:08,39.99,paypal,False,False,False
O800323,C100121,2025-11-12 16:48:31,29.99,debit_card,False,False,False
O800324,C100122,2025-11-10 21:18:53,29.99,paypal,False,False,False
O800325,C100122,2025-12-01 10:51:00,149.99,paypal,False,False,False
O800326,C100123,2025-11-26 18:39:28,39.99,debit_card,False,False,False
O800327,C100124,2025-11-29 20:09:22,39.99,debit_card,False,False,False
O800328,C100124,2025-10-17 10:35:24,89.99,debit_card,False,False,False
O800329,C100125,2025-11-17 17:11:59,19.99,credit_card,False,False,False
O800330,C100125,2025-10-22 11:55:21,24.99,credit_card,False,False,False
O800331,C100125,2025-10-17 12:07:17,24.99,paypal,False,False,False
O800332,C100125,2025-12-04 19:39:35,399.0,credit_card,False,False,False
O800333,C100125,2025-10-19 15:16:35,129.99,debit_card,False,False,False
O800334,C100125,2025-11-10 09:33:22,12.99,paypal,False,False,False
O800335,C100125,2025-11-29 12:12:42,19.99,paypal,False,False,False
O800336,C100126,2025-11-27 14:24:25,179.99,credit_card,True,False,False
O800337,C100127,2025-11-20 16:11:30,179.99,paypal,False,False,False
O800338,C100127,2025-11-02 15:10:04,9.99,debit_card,False,False,False
O800339,C100128,2025-11-28 20:05:36,19.99,credit_card,False,False,False
O800340,C100129,2025-10-17 12:24:06,39.99,paypal,False,False,False
O800341,C100130,2025-11-22 09:20:30,19.99,credit_card,False,False,False
O800342,C100130,2025-11-11 21:58:29,129.99,debit_card,False,False,False
O800343,C100130,2025-11-13 21:29:39,12.99,paypal,False,False,False
O800344,C100131,2025-11-17 08:24:41,89.99,credit_card,True,False,False
O800345,C100131,2025-11-20 12:30:30,79.99,paypal,False,False,False
O800346,C100131,2025-12-03 09:53:56,149.99,credit_card,False,False,False
O800347,C100132,2025-11-13 10:38:00,12.99,debit_card,False,False,False
O800348,C100132,2025-11-12 10:46:03,19.99,credit_card,True,False,False
O800349,C100132,2025-11-20 09:32:19,39.99,debit_card,False,False,False
O800350,C100132,2025-11-07 11:59:18,179.99,credit_card,False,False,False
O800351,C100133,2025-11-27 17:33:51,39.99,credit_card,False,False,False
O800352,C100133,2025-10-26 13:22:02,29.99,credit_card,False,False,False
O800353,C100133,2025-10-27 08:33:21,49.99,debit_card,False,False,False
O800354,C100134,2025-12-06 11:38:45,79.99,credit_card,False,False,False
O800355,C100135,2025-11-30 09:01:24,39.99,credit_card,False,False,False
O800356,C100135,2025-10-15 15:12:51,249.99,paypal,False,False,False
O800357,C100135,2025-12-01 17:42:22,79.99,debit_card,False,False,False
O800358,C100135,2025-10-26 15:48:47,24.99,credit_card,False,False,False
O800359,C100136,2025-11-30 19:21:03,9.99,credit_card,False,False,False
O800360,C100136,2025-12-04 12:03:30,179.99,credit_card,False,False,False
O800361,C100137,2025-12-03 19:50:05,12.99,debit_card,False,False,False
O800362,C100137,2025-11-17 15:33:19,29.99,credit_card,False,False,False
O800363,C100137,2025-12-07 09:44:43,12.99,paypal,False,False,False
O800364,C100137,2025-11-08 21:03:58,12.99,debit_card,False,False,False
O800365,C100138,2025-11-26 18:41:00,249.99,debit_card,False,False,False
O800366,C100138,2025-11-30 15:16:06,12.99,credit_card,False,False,False
O800367,C100138,2025-11-17 21:00:14,9.99,credit_card,False,False,False
O800368,C100139,2025-12-04 18:54:12,29.99,debit_card,False,False,False
O800369,C100139,2025-11-14 09:59:04,19.99,paypal,True,False,False
O800370,C100140,2025-10-27 22:02:14,1199.0,paypal,True,False,False
O800371,C100140,2025-11-05 20:56:23,19.99,debit_card,False,False,False
O800372,C100140,2025-10-28 18:03:47,399.0,debit_card,False,False,False
O800373,C100140,2025-12-14 20:59:52,129.99,credit_card,False,False,False
O800374,C100140,2025-11-05 20:39:00,39.99,credit_card,False,False,False
O800375,C100141,2025-11-19 11:21:42,19.99,debit_card,False,False,False
O800376,C100141,2025-11-18 14:15:48,39.99,credit_card,False,False,False
O800377,C100141,2025-12-15 17:56:54,249.99,credit_card,False,False,False
O800378,C100142,2025-10-18 12:09:44,39.99,credit_card,False,False,False
O800379,C100142,2025-11-22 14:23:01,24.99,paypal,False,False,False
O800380,C100143,2025-11-23 13:11:30,249.99,debit_card,False,False,False
O800381,C100143,2025-12-11 22:01:00,24.99,debit_card,False,False,False
O800382,C100143,2025-12-10 21:52:43,19.99,debit_card,True,False,False
O800383,C100144,2025-11-05 16:02:31,24.99,credit_card,False,False,False
O800384,C100144,2025-11-04 08:34:50,149.99,paypal,False,False,False
O800385,C100144,2025-10-19 18:36:32,39.99,credit_card,False,False,False
O800386,C100144,2025-11-08 20:43:42,39.99,paypal,False,False,False
O800387,C100144,2025-10-25 19:29:03,24.99,debit_card,False,False,False
